,LotFrontage,MasVnrArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice,YearsSinceBuilt,YearsSinceRemodeling,YearsSincegarageBuilt
1167,58.0,0.0,786,959,959,712,1671,2,7,1,2,472,0,38,173000,25,25,25.0
1168,120.0,0.0,626,1127,1236,872,2108,2,7,2,2,540,0,0,235000,90,39,90.0
1169,118.0,1378.0,1387,1930,1831,1796,3627,3,10,1,3,807,361,76,625000,30,29,30.0
1170,76.0,0.0,522,1096,1118,0,1118,1,6,1,1,358,203,0,171000,48,48,48.0
1171,76.0,0.0,662,1261,1261,0,1261,1,6,1,2,433,0,0,163000,67,67,67.0
1172,35.0,0.0,0,625,625,625,1250,2,5,0,2,625,0,54,171900,19,18,19.0
1174,80.0,0.0,503,952,1170,1175,2345,2,9,1,2,360,0,0,239000,93,75,93.0
1175,85.0,337.0,700,1683,2129,743,2872,2,9,1,2,541,0,33,285000,33,25,33.0
1176,37.0,0.0,658,876,923,0,923,1,5,0,1,264,362,0,119500,41,40,41.0
1178,54.0,0.0,0,731,820,523,1343,1,7,1,1,186,192,0,154900,104,75,104.0
1181,64.0,186.0,1480,1600,1652,0,1652,2,5,1,2,482,162,53,392500,17,17,17.0
1182,160.0,0.0,2096,2396,2411,2065,4476,3,10,2,3,813,171,78,745000,29,29,29.0
1183,60.0,0.0,821,1120,1130,0,1130,1,5,1,2,720,229,0,120000,105,75,55.0
1184,50.0,226.0,1159,1572,1572,0,1572,1,5,2,3,995,0,263,186700,62,62,62.0
1185,60.0,0.0,392,784,949,272,1221,1,7,0,1,392,0,0,104900,101,75,60.0
1186,107.0,0.0,440,978,1014,685,1699,2,7,0,2,420,0,74,95000,125,55,105.0
1187,89.0,0.0,1456,1624,1624,0,1624,2,5,1,3,757,0,114,262000,31,30,31.0
1188,68.0,95.0,0,831,831,829,1660,2,7,0,2,493,144,68,195000,23,23,23.0
1189,60.0,0.0,0,994,1028,776,1804,2,7,1,2,442,140,60,189000,26,26,26.0
1191,24.0,456.0,0,776,764,677,1441,2,5,0,2,492,206,0,174000,26,25,26.0
1192,60.0,0.0,0,702,842,630,1472,1,6,0,1,250,0,0,125000,100,31,100.0
1194,80.0,143.0,371,663,663,689,1352,1,7,0,1,299,379,36,158000,56,56,56.0
1195,51.0,0.0,0,728,728,728,1456,2,8,0,2,400,100,24,176000,20,20,20.0
1196,58.0,0.0,0,879,879,984,1863,2,9,1,3,660,100,17,219210,19,19,19.0
1197,65.0,0.0,0,815,815,875,1690,1,7,1,1,225,0,0,144000,109,75,109.0
1198,70.0,0.0,0,1212,1212,0,1212,2,6,0,2,573,356,0,178000,24,24,24.0
1199,75.0,51.0,547,1051,1382,0,1382,1,6,1,2,459,0,82,148000,62,46,51.0
1200,71.0,0.0,0,864,864,0,864,1,5,0,1,280,0,0,116050,55,55,53.0
1201,80.0,0.0,0,866,866,913,1779,2,6,0,2,546,198,36,197900,27,27,27.0
1202,50.0,0.0,0,884,884,464,1348,1,5,1,1,216,0,0,117000,100,28,65.0
1203,75.0,171.0,0,1630,1630,0,1630,2,6,1,2,451,74,234,213000,25,24,25.0
1204,78.0,0.0,788,1056,1074,0,1074,1,6,0,2,495,0,88,153500,50,50,50.0
1205,90.0,234.0,485,2158,2196,0,2196,2,7,1,3,701,84,70,271900,35,34,35.0
1207,70.0,120.0,340,1682,1700,0,1700,2,7,0,2,544,192,23,200000,22,22,22.0
1208,70.0,0.0,504,931,1283,0,1283,1,6,0,2,506,0,0,140000,63,45,45.0
1209,85.0,420.0,1220,1660,1660,0,1660,2,8,1,2,500,322,50,290000,19,19,19.0
1210,70.0,0.0,0,1055,1055,790,1845,2,8,1,2,462,635,104,189000,33,33,33.0
1211,152.0,0.0,427,559,1080,672,1752,2,8,0,2,492,325,12,164000,37,20,37.0
1212,50.0,0.0,344,672,672,0,672,1,4,0,1,234,0,113,113000,84,75,84.0
1214,69.0,0.0,784,925,999,0,999,1,6,0,1,300,150,72,134500,63,63,63.0
1215,99.0,0.0,180,894,894,0,894,1,5,0,1,384,0,0,125000,59,59,59.0
1216,68.0,0.0,0,0,1318,584,1902,2,8,0,2,539,0,0,112000,47,47,47.0
1217,72.0,72.0,936,1300,1314,0,1314,2,6,0,2,552,135,112,229456,16,16,16.0
1220,66.0,0.0,312,912,912,0,912,1,5,0,1,288,0,0,115000,61,61,61.0
1221,55.0,0.0,250,952,1211,0,1211,1,5,1,1,322,0,63,134000,57,57,57.0
1222,78.0,320.0,196,1040,1168,678,1846,2,7,1,1,315,0,0,143000,76,75,76.0
1223,89.0,44.0,756,2136,2136,0,2136,2,7,0,2,528,0,30,137900,74,74,74.0
1224,60.0,0.0,724,788,788,702,1490,2,8,1,2,388,100,75,184000,21,20,21.0
1225,65.0,63.0,507,588,1138,0,1138,1,6,0,1,264,224,0,145000,67,67,67.0
1226,86.0,74.0,0,894,894,1039,1933,2,9,1,3,668,100,18,214000,18,18,18.0
1227,72.0,300.0,595,912,912,0,912,1,5,0,2,576,0,240,147000,60,17,33.0
1228,65.0,766.0,1540,1702,1702,0,1702,1,7,1,3,1052,0,72,367294,17,17,17.0
1229,70.0,0.0,666,1075,1507,0,1507,2,7,0,1,404,0,0,127000,65,65,65.0
1231,70.0,120.0,803,1106,1190,0,1190,1,6,0,2,540,0,18,132500,63,63,63.0
1232,70.0,0.0,0,0,1224,0,1224,2,6,0,2,462,0,0,101800,63,63,63.0
1235,96.0,0.0,0,747,892,892,1784,1,9,0,1,180,203,40,138887,111,75,111.0
1236,36.0,106.0,0,764,764,862,1626,2,6,0,2,474,0,27,175500,22,22,22.0
1237,41.0,0.0,0,847,847,1101,1948,2,8,1,2,434,100,48,195000,21,20,21.0
1238,63.0,0.0,0,1141,1141,0,1141,1,6,0,2,484,0,0,142500,20,20,20.0
1239,64.0,32.0,428,1476,1484,0,1484,2,6,1,2,472,120,33,265900,19,19,19.0
1240,65.0,252.0,550,884,884,884,1768,2,8,0,2,543,0,63,224900,22,22,22.0
1241,83.0,0.0,0,1689,1689,0,1689,2,7,0,3,954,0,56,248328,18,18,18.0
1242,85.0,81.0,885,1053,1173,0,1173,2,6,2,2,528,0,120,170000,51,51,51.0
1245,78.0,74.0,0,585,1140,728,1868,3,7,1,2,477,268,112,178000,41,22,41.0
1246,65.0,0.0,0,756,756,797,1553,2,6,0,2,615,0,45,186500,20,19,20.0
1248,60.0,0.0,319,735,1134,924,2058,1,8,1,2,396,0,0,129500,108,75,75.0
1249,60.0,0.0,534,876,988,0,988,1,6,0,1,276,0,80,119000,75,75,75.0
1250,93.0,0.0,1065,2110,2110,0,2110,2,8,2,2,522,0,0,244000,57,57,57.0
1252,62.0,0.0,510,864,874,0,874,1,5,0,1,288,33,0,130000,57,57,57.0
1254,60.0,92.0,0,746,760,896,1656,2,7,1,2,397,178,128,165400,22,21,22.0
1255,52.0,0.0,425,884,959,408,1367,1,6,1,1,560,0,0,127500,94,75,47.0
1256,91.0,554.0,1314,1986,1987,0,1987,2,7,1,2,691,262,36,301500,31,31,31.0
1258,59.0,182.0,655,856,1166,0,1166,2,5,0,2,400,212,0,190000,20,20,20.0
1259,65.0,0.0,602,1054,1054,0,1054,1,6,0,2,460,180,0,151000,56,56,56.0
1261,80.0,0.0,504,1050,1050,0,1050,1,5,0,1,338,0,0,128900,69,69,69.0
1263,60.0,0.0,0,764,1060,764,1824,1,8,1,2,520,0,0,180500,106,75,85.0
1264,34.0,0.0,266,1405,1337,0,1337,2,5,0,2,511,144,68,181000,27,26,27.0
1265,35.0,218.0,450,691,713,739,1452,2,6,0,2,506,0,34,183900,26,26,26.0
1266,60.0,0.0,0,925,964,925,1889,1,9,1,1,308,0,0,122000,115,75,65.0
1267,89.0,0.0,0,2002,2018,0,2018,2,10,1,3,746,144,76,378500,17,16,16.0
1269,78.0,180.0,460,874,874,650,1524,1,7,0,1,315,0,0,144000,67,67,67.0
1273,124.0,84.0,719,1019,1357,0,1357,1,5,1,1,312,0,0,177000,66,19,66.0
1274,53.0,0.0,0,661,661,589,1250,2,8,1,2,552,242,0,139000,115,22,40.0
1275,95.0,567.0,220,928,928,992,1920,2,10,0,2,400,0,0,137000,77,75,77.0
1279,60.0,0.0,0,698,698,430,1128,1,6,0,2,528,30,0,68400,105,75,45.0
1280,67.0,110.0,788,1573,1573,0,1573,2,6,0,2,544,0,72,227000,23,23,23.0
1281,50.0,54.0,1053,1309,1339,0,1339,2,6,1,2,484,0,58,180000,35,35,35.0
1282,61.0,0.0,532,1040,1040,0,1040,2,5,0,2,484,0,0,150500,48,17,48.0
1284,50.0,0.0,0,804,1699,748,2447,2,10,1,1,336,272,0,169000,106,35,56.0
1285,50.0,0.0,0,780,825,587,1412,1,6,1,1,280,45,0,132500,86,75,86.0
1288,40.0,0.0,1158,1501,1659,0,1659,2,5,1,2,499,212,59,278000,25,25,25.0
1289,86.0,788.0,0,1085,1120,850,1970,2,8,1,3,753,177,74,281000,19,19,19.0
1291,21.0,268.0,231,630,630,672,1302,2,6,0,1,264,185,0,119500,53,53,53.0
1292,60.0,0.0,0,994,1378,994,2372,2,11,0,1,432,0,287,107500,133,60,40.0
1293,78.0,0.0,194,832,832,832,1664,2,8,1,2,528,0,28,162900,49,49,49.0
1294,60.0,0.0,167,864,864,0,864,1,5,0,2,572,0,0,115000,70,35,68.0
1295,70.0,168.0,1016,1052,1052,0,1052,1,5,0,1,288,356,0,138500,57,57,57.0
1296,80.0,148.0,776,1120,1128,0,1128,2,6,0,2,525,192,20,155000,62,62,62.0
1297,35.0,82.0,547,547,1072,0,1072,2,5,0,2,525,0,44,140000,20,19,20.0
1298,313.0,796.0,5644,6110,4692,950,5642,2,12,3,2,1418,214,292,160000,17,17,17.0
1299,75.0,0.0,340,1246,1246,0,1246,1,6,0,1,305,218,0,154000,66,31,66.0
1302,92.0,391.0,740,1165,1203,1323,2526,2,8,1,3,844,309,78,290000,31,31,31.0
1303,73.0,228.0,0,1616,1616,0,1616,2,7,0,3,834,208,59,232000,20,20,20.0
1304,32.0,117.0,0,976,976,732,1708,2,7,0,2,380,0,40,130000,21,21,21.0
1305,108.0,300.0,1572,1652,1652,0,1652,2,6,2,2,840,404,102,325000,19,18,19.0
1306,48.0,94.0,0,1368,1368,0,1368,2,6,1,2,474,132,35,202500,20,19,20.0
1307,60.0,0.0,746,990,990,0,990,1,5,0,2,480,0,64,138000,31,30,25.0
1308,100.0,0.0,144,924,1122,0,1122,1,6,0,2,528,0,36,147000,77,20,77.0
1310,100.0,0.0,1406,1902,1902,0,1902,2,7,2,2,567,0,207,335000,66,23,66.0
1311,68.0,80.0,925,1274,1274,0,1274,2,6,0,2,508,264,98,203000,20,18,20.0
1313,108.0,165.0,0,1393,1422,1177,2599,2,10,1,3,779,668,30,333168,26,26,26.0
1314,60.0,0.0,732,948,948,0,948,1,5,1,1,280,0,36,119000,71,71,69.0
1315,85.0,0.0,500,952,1092,1020,2112,2,9,2,2,576,280,0,206900,56,56,56.0
1316,61.0,270.0,0,1622,1630,0,1630,2,8,1,3,860,172,42,295493,17,17,17.0
1317,47.0,0.0,0,1352,1352,0,1352,2,5,1,2,466,0,241,208900,19,18,19.0
1319,75.0,132.0,492,864,948,0,948,1,5,0,1,248,0,0,111000,71,71,71.0
1320,70.0,0.0,189,1478,1478,0,1478,1,6,2,2,442,114,0,156500,68,68,68.0
1322,107.0,0.0,674,750,1061,862,1923,2,8,1,2,564,240,39,190000,33,33,33.0
1324,75.0,428.0,0,1795,1795,0,1795,2,7,1,3,895,0,49,147000,19,18,18.0
1327,60.0,0.0,641,816,816,0,816,1,5,1,1,264,0,0,130500,43,17,43.0
1328,60.0,0.0,493,1510,1584,1208,2792,2,8,2,2,520,0,547,256000,105,75,105.0
1329,63.0,0.0,0,935,955,677,1632,2,8,1,2,462,0,28,176500,27,27,27.0
1330,85.0,410.0,0,1588,1588,0,1588,2,7,1,3,825,144,45,227000,19,19,19.0
1331,55.0,0.0,483,911,954,0,954,1,6,0,2,576,0,0,132500,49,49,49.0
1332,67.0,0.0,690,816,816,0,816,1,3,1,1,288,0,0,100000,87,67,67.0
1333,60.0,0.0,0,803,803,557,1360,1,6,0,1,297,0,65,125500,87,30,74.0
1334,24.0,312.0,765,765,765,600,1365,1,7,0,2,440,0,36,125000,55,55,55.0
1335,80.0,360.0,686,1350,1334,0,1334,2,6,1,2,630,0,16,167900,48,48,48.0
1336,87.0,564.0,0,1656,1656,0,1656,2,8,0,2,506,0,211,135000,52,52,52.0
1338,95.0,0.0,700,916,920,941,1861,2,8,0,2,492,146,91,200000,23,23,23.0
1339,120.0,0.0,360,864,864,0,864,1,5,0,1,288,0,0,128500,53,53,53.0
1340,70.0,0.0,0,858,872,0,872,1,5,0,4,480,0,0,123000,54,54,51.0
1341,66.0,0.0,814,1114,1114,0,1114,1,6,0,2,576,0,78,155000,22,21,21.0
1343,57.0,0.0,0,896,1172,741,1913,1,9,1,2,342,0,0,177000,97,75,96.0
1344,85.0,0.0,0,728,728,728,1456,2,8,1,2,440,0,0,155835,19,19,19.0
1345,50.0,0.0,250,960,960,0,960,1,5,0,1,308,0,0,108500,105,75,28.0
1347,93.0,100.0,80,1732,1776,0,1776,2,7,1,3,712,0,0,283463,19,18,19.0
1350,91.0,368.0,500,1248,1338,1296,2634,2,12,0,4,968,0,0,200000,56,56,56.0
1351,70.0,318.0,319,858,858,858,1716,1,8,1,2,490,0,84,171000,63,63,63.0
1352,50.0,0.0,0,698,786,390,1176,1,4,0,2,624,210,0,134900,88,25,26.0
1353,56.0,579.0,816,2033,2053,1185,3238,2,9,1,3,666,283,86,410000,30,29,29.0
1355,102.0,143.0,0,570,1222,698,1920,3,8,1,2,487,0,98,170000,57,33,57.0
1359,129.0,66.0,1447,1980,1980,0,1980,2,8,1,3,770,194,45,315000,21,20,21.0
1360,51.0,0.0,0,612,990,1611,2601,3,8,0,2,621,183,0,189000,104,27,27.0
1361,124.0,16.0,1274,1530,1530,0,1530,2,7,1,2,430,168,36,260000,20,20,20.0
1363,73.0,0.0,0,616,616,796,1412,2,6,1,2,432,0,36,156932,19,18,18.0
1364,30.0,0.0,0,600,520,600,1200,2,4,0,2,480,0,166,144152,20,20,20.0
1366,68.0,158.0,633,873,882,908,1790,2,7,0,2,588,0,88,193000,26,26,26.0
1367,41.0,0.0,548,757,925,550,1475,2,6,1,1,336,104,26,127000,48,48,48.0
1369,48.0,171.0,370,1657,1668,0,1668,2,8,1,2,502,0,262,232000,22,22,22.0
1370,90.0,0.0,315,840,840,534,1374,1,6,0,1,338,0,0,105000,105,75,58.0
1371,80.0,0.0,831,992,1661,0,1661,1,8,1,1,377,0,28,165500,70,29,70.0
1372,75.0,0.0,975,1108,1108,989,2097,2,8,1,2,583,253,170,274300,27,27,27.0
1374,85.0,0.0,0,1026,1026,932,1958,2,9,1,3,936,154,210,250000,20,20,20.0
1375,89.0,80.0,0,1571,1571,0,1571,2,7,1,3,722,100,36,239000,18,18,18.0
1376,52.0,0.0,384,768,790,0,790,1,4,0,1,160,0,141,91000,95,75,100.0
1377,60.0,0.0,408,984,984,620,1604,2,6,0,2,660,0,68,117000,84,65,48.0
1378,21.0,408.0,309,483,483,504,987,1,5,0,1,264,72,0,83000,52,52,52.0
1379,73.0,0.0,0,384,754,640,1394,2,7,0,2,400,100,0,167500,19,18,18.0
1380,45.0,0.0,203,864,864,0,864,1,5,0,1,200,0,0,58500,111,75,87.0
1382,60.0,0.0,0,596,998,764,1762,1,8,0,2,576,36,0,157000,105,75,36.0
1384,60.0,0.0,204,560,698,560,1258,1,6,0,1,280,0,0,105000,86,75,86.0
1385,40.0,0.0,735,796,796,358,1154,1,7,0,1,240,0,96,125500,103,18,103.0
1386,80.0,184.0,790,1392,1392,1392,2784,3,12,2,2,564,0,112,250000,47,47,47.0
1387,60.0,0.0,168,714,1664,862,2526,2,10,1,1,216,88,15,136000,109,75,109.0
1388,42.0,160.0,1320,1746,1746,0,1746,2,7,2,3,758,201,39,377500,19,18,19.0
1389,60.0,0.0,375,735,869,349,1218,1,6,1,2,440,0,0,131000,84,75,22.0
1390,70.0,244.0,1400,1525,1525,0,1525,2,6,0,2,541,219,36,235000,25,25,25.0
1391,65.0,0.0,0,1584,1584,0,1584,2,8,0,3,792,0,152,124000,58,58,58.0
1392,68.0,0.0,769,864,900,0,900,1,6,1,1,288,175,144,123000,58,58,58.0
1393,60.0,0.0,0,482,1221,691,1912,2,7,1,2,672,0,25,163000,120,25,22.0
1394,53.0,45.0,1070,1356,1500,0,1500,2,6,1,3,648,161,20,246578,19,19,19.0
1395,88.0,245.0,0,1094,1133,1349,2482,2,9,1,3,642,144,39,281213,20,19,20.0
1397,51.0,0.0,0,939,939,574,1513,1,8,0,1,180,24,0,137500,105,21,92.0
1398,60.0,0.0,180,1208,1136,768,1904,1,7,0,1,240,0,0,138000,75,43,75.0
1399,51.0,0.0,264,976,1160,448,1608,2,7,1,1,216,147,16,137450,100,35,100.0
1400,50.0,0.0,0,862,950,208,1158,1,5,1,1,208,0,0,120000,96,75,96.0
1401,62.0,0.0,759,839,864,729,1593,2,8,1,2,398,100,75,193000,21,21,21.0
1402,64.0,0.0,0,1286,1294,0,1294,2,6,1,2,662,168,55,193879,19,19,19.0
1403,49.0,84.0,929,1485,1464,0,1464,2,6,0,3,754,168,160,282922,18,18,18.0
1404,60.0,0.0,0,672,694,520,1214,1,6,0,3,936,216,0,105000,110,75,27.0
1405,44.0,174.0,1373,1594,1646,0,1646,2,5,1,2,482,128,53,275000,21,20,21.0
1406,70.0,0.0,656,768,768,0,768,1,5,0,2,396,58,0,133000,53,18,37.0
1408,60.0,0.0,0,622,741,622,1363,1,6,0,2,528,0,0,125500,115,75,59.0
1409,46.0,123.0,0,791,1236,857,2093,2,7,1,2,542,364,63,215000,39,34,39.0
1410,79.0,0.0,666,944,944,896,1840,2,6,0,2,622,0,45,230000,24,24,24.0
1411,80.0,0.0,120,856,1112,556,1668,1,6,0,1,271,0,0,140000,75,20,75.0
1412,60.0,0.0,0,0,1040,0,1040,2,6,0,2,420,0,0,90000,76,75,69.0
1413,88.0,366.0,976,1844,1844,0,1844,2,7,1,2,620,165,44,257000,20,19,20.0
1414,64.0,0.0,0,833,1053,795,1848,1,8,1,2,370,0,0,207000,102,25,103.0
1415,51.0,130.0,988,1386,1569,0,1569,2,7,1,3,660,143,20,175900,18,18,18.0
1416,60.0,0.0,0,777,1246,1044,2290,2,11,0,2,560,0,0,122500,140,75,54.0
1418,71.0,0.0,25,1144,1144,0,1144,1,6,0,1,336,0,88,124000,62,62,63.0
1420,90.0,420.0,404,708,708,708,1416,2,7,1,2,776,0,169,179900,57,57,57.0
1421,53.0,0.0,360,1069,1069,0,1069,2,4,1,2,440,0,55,127500,48,48,48.0
1422,37.0,170.0,686,848,848,0,848,1,3,0,2,420,140,0,136500,22,22,22.0
1425,80.0,243.0,0,1252,1252,0,1252,1,7,0,2,528,0,39,142000,66,66,65.0
1426,81.0,448.0,1000,1223,1223,904,2127,2,5,2,2,525,171,132,271000,31,31,31.0
1427,60.0,0.0,580,913,1048,510,1558,1,6,1,1,288,0,0,140000,80,75,63.0
1428,60.0,294.0,510,788,804,0,804,1,4,2,1,240,0,0,119000,85,33,85.0
1430,60.0,0.0,0,732,734,1104,1838,2,7,1,2,372,100,40,192140,20,20,20.0
1432,60.0,0.0,0,656,968,0,968,2,5,0,1,216,0,0,64500,98,18,97.0
1433,93.0,318.0,0,936,962,830,1792,2,8,1,2,451,0,0,186500,25,25,25.0
1434,80.0,0.0,936,1126,1126,0,1126,2,5,1,2,484,295,41,160000,48,48,48.0
1435,80.0,237.0,0,1319,1537,0,1537,1,7,1,2,462,0,36,174000,63,20,63.0
1436,60.0,0.0,616,864,864,0,864,1,5,0,2,528,0,0,120500,54,54,51.0
1437,96.0,426.0,1336,1932,1932,0,1932,2,7,1,3,774,0,66,394617,17,17,17.0
1438,90.0,0.0,600,912,1236,0,1236,1,6,0,2,923,0,158,149700,68,29,68.0
1439,80.0,96.0,315,539,1040,685,1725,2,6,1,2,550,0,88,197000,46,46,46.0
1440,79.0,0.0,0,588,1423,748,2555,2,11,1,2,672,431,0,191000,103,31,32.0
1442,85.0,160.0,765,1017,1026,981,2007,2,10,1,3,812,168,52,310000,17,17,17.0
1444,63.0,106.0,0,1422,1422,0,1422,2,7,0,2,626,192,60,179600,21,21,21.0
1445,70.0,0.0,187,814,913,0,913,1,6,0,1,240,0,0,129000,59,59,35.0
1447,80.0,438.0,1079,1220,1220,870,2090,2,8,1,2,556,0,65,240000,30,29,30.0
1448,70.0,0.0,0,560,796,550,1346,1,6,0,1,384,168,24,112000,115,25,75.0
1451,78.0,194.0,0,1573,1578,0,1578,2,7,1,3,840,0,36,287090,17,16,17.0
1452,35.0,80.0,547,547,1072,0,1072,1,5,0,2,525,0,28,145000,20,20,20.0
1454,62.0,0.0,410,1221,1221,0,1221,2,6,0,2,400,0,113,185000,21,20,21.0
1455,62.0,0.0,0,953,953,694,1647,2,7,1,2,460,0,40,175000,26,25,26.0
1456,85.0,119.0,790,1542,2073,0,2073,2,7,2,2,500,349,0,210000,47,37,47.0
1457,66.0,0.0,275,1152,1188,1152,2340,2,9,2,1,252,0,60,266500,84,19,84.0
1458,68.0,0.0,49,1078,1078,0,1078,1,5,0,1,240,366,0,142125,75,29,75.0
1459,75.0,0.0,830,1256,1256,0,1256,1,6,0,1,276,736,68,147500,60,60,60.0
